Rank,Artist,Album,Date,Genres,RYM Rating,Ratings,RYM Ratings,Reviews
109,Boogie Down Productions,By All Means Necessary,31-May-88,"East Coast Hip Hop, Conscious Hip Hop, Boom Bap, Political Hip Hop",3.65,1753,,59
110,Bad Religion,Suffer,8-Sep-88,"Melodic Hardcore, Skate Punk",3.63,2953,,67
111,Goran Bregović,Dom za vešanje,1988,"Balkan Folk Music, Film Score, Romani Folk Music",3.7,235,,4
112,Prefab Sprout,From Langley Park to Memphis,14-Mar-88,"Sophisti-Pop, Pop Rock",3.66,1363,,40
113,Masters of Reality,Masters of Reality,1988,"Blues Rock, Hard Rock",3.67,647,,25
114,Ali Farka Touré,Ali Farka Toure (Ten Songs From the Legendary Singer From Mali),1988,Songhai Music,3.7,284,,6
115,Xutos & Pontapés,88,Mar-88,Rock,3.83,46,,3
116,Skinny Puppy,Vivisect VI,28-Apr-88,Electro-Industrial,3.65,1331,,29
117,Sabbat,History of a Time to Come,20-Apr-88,Thrash Metal,3.66,817,,24
118,Dirty Looks,Cool From the Wire,1988,Hard Rock,3.72,168,,12
119,Nurse With Wound,Soliloquy for Lilith,1988,"Drone, Dark Ambient",3.64,1675,,38
120,Jason Becker,Perpetual Burn,13-Dec-88,"Neoclassical Metal, Progressive Metal",3.64,782,,30
1,The Cure,Disintegration,2-May-89,"Gothic Rock, Post-Punk",4.17,28279,,409
2,Pixies,Doolittle,17-Apr-89,"Alternative Rock, Indie Rock",4.12,32944,,545
3,The Stone Roses,The Stone Roses,13-Mar-89,Baggy / Madchester,3.98,16887,,402
4,Beastie Boys,Paul's Boutique,25-Jul-89,East Coast Hip Hop,3.93,13884,,253
5,NoMeansNo,Wrong,Nov-89,"Post-Hardcore, Hardcore Punk",3.92,5888,,89
6,Morbid Angel,Altars of Madness,12-May-89,Death Metal,3.89,7739,,130
7,Sepultura,Beneath the Remains,5-Sep-89,Thrash Metal,3.87,6432,,123
8,Gustav Leonhardt,Das wohltemperierte Klavier 1,1989,Baroque Music,3.96,190,,1
9,Melos Quartett / Mstislav RostropovichMelos QuartettМстислав Ростропович [Mstislav Rostropovich],Streichquintett,1989,"Romanticism, Chamber Music",3.98,NA,NA,NA
10,Patrick Doyle,Henry V,8-Nov-89,"Film Score, Orchestral",4.03,NA,NA,NA
11,Pestilence,Consuming Impulse,25-Dec-89,Death Metal,3.87,3307,,49
12,Julee Cruise,Floating Into the Night,12-Sep-89,"Ambient Pop, Dream Pop",3.86,6153,,87
13,Peter Gabriel,Passion (Music for The Last Temptation of Christ),6-Jun-89,"Film Score, New Age",3.86,3144,,65
14,King Diamond,Conspiracy,21-Aug-89,Heavy Metal,3.86,2074,,43
15,Orchestra of the Age of Enlightenment,The Brandenburg Concertos,1989,"Baroque Music, Concerto",3.96,111,,1
16,Autopsy,Severed Survival,24-Apr-89,Death Metal,3.84,3267,,51
17,Gustav Leonhardt,Das wohltemperierte Klavier 2,1989,Baroque Music,3.94,125,,1
18,Coroner,No More Color,18-Sep-89,Technical Thrash Metal,3.84,2954,,42
19,Running Wild,Death or Glory,8-Nov-89,"Heavy Metal, Power Metal",3.83,1657,,31
20,Godflesh,Streetcleaner,13-Nov-89,"Industrial Metal, Sludge Metal",3.79,6242,,126
21,Orchestre et Chœur de la Radio-Télévision Polonaise de Cracovie / Jürg Wyttenbach / Carmen Fournier / Tristan MurailOrkiestra Polskiego Radia w KrakowieChór Polskiego Radia w KrakowieJürg WyttenbachCarmen FournierTristan Murail,Quattro pezzi per orchestra; Anahit; Uaxuctum,1989,"Microtonal Classical, Orchestral",3.85,700,,9
22,Voivod,Nothingface,13-Oct-89,Progressive Metal,3.81,3238,,46
23,W.A.S.P.,The Headless Children,15-Apr-89,Heavy Metal,3.83,1721,,50
24,De La Soul,3 Feet High and Rising,23-Jan-89,"East Coast Hip Hop, Conscious Hip Hop",3.78,7738,,174
25,Kronos Quartet / Pat Metheny,Different Trains; Electric Counterpoint,3-Mar-89,"Minimalism, Chamber Music",3.82,2420,,36
26,Savatage,Gutter Ballet,1-Dec-89,Heavy Metal,3.82,1751,,40
27,Various Artists,Wings of Desire,1989,"Film Score, Film Soundtrack",3.94,85,,1
28,Berliner Philharmoniker / Wiener Singverein / Herbert von Karajan / Anna Tomowa-Sintow / Agnes Baltsa / Werner Krenn / José Van Dam,Requiem,1-Mar-89,"Classical Period, Choral, Christian Liturgical Music",3.88,NA,NA,NA
29,Sodom,Agent Orange,1-Jun-89,Thrash Metal,3.79,3770,,52
30,Faith No More,The Real Thing,3-Jul-89,"Funk Metal, Alternative Metal",3.75,8127,,184
31,Terrorizer,World Downfall,13-Nov-89,"Deathgrind, Grindcore",3.78,3620,,69
32,Danny Elfman,Batman,2-Aug-89,"Film Score, Cinematic Classical",3.83,584,,8
33,Astor Piazzolla,La Camorra: La soledad de la provocación apasionada,1989,"Tango Nuevo, Latin American Classical Music",3.86,306,,4
34,La Capella Reial / Jordi Savall / Montserrat Figueras / Guy de Mey / Maria Cristina KiehrLa Capella Reial de CatalunyaJordi SavallMontserrat FiguerasGuy de MeyMaria Cristina Kiehr,Vespro della Beata Vergine,1-Jan-89,"Renaissance Music, Baroque Music, Christian Liturgical Music, Choral",3.83,375,,3
35,Bolt Thrower,Realm of Chaos,28-Oct-89,Death Metal,3.79,2988,,41
36,The Blue Nile,Hats,16-Oct-89,Sophisti-Pop,3.77,3667,,75
37,Wiener Philharmoniker / Herbert von Karajan,Symphonie No.8,13-Sep-89,"Romanticism, Symphony",3.86,78,,1
38,Repulsion,Horrified,Jun-89,Grindcore,3.77,2542,,61
39,Kreator,Extreme Aggression,19-Jun-89,Thrash Metal,3.77,2854,,66
40,New Order,Technique,30-Jan-89,"Alternative Dance, Synthpop",3.74,7767,,119
41,Tom Petty,Full Moon Fever,24-Apr-89,"Pop Rock, Heartland Rock",3.77,3412,,92
42,John Eliot Gardiner,St. Matthew Passion,Sep-89,"Baroque Music, Oratorio, Christian Liturgical Music",3.87,120,,2
43,Overkill,The Years of Decay,24-Oct-89,Thrash Metal,3.76,2747,,78
44,Galaxie 500,On Fire,Oct-89,"Slowcore, Dream Pop",3.72,9789,,145
45,久石譲 [Joe Hisaishi],魔女の宅急便  (Majo no takkyūbin),10-Apr-89,"Film Score, Cinematic Classical",3.81,359,,1
46,English Chamber Orchestra / Nigel Kennedy,The Four Seasons,1989,"Baroque Music, Concerto",3.8,276,,7
47,Stevie Ray Vaughan and Double Trouble,In Step,6-Jun-89,"Blues Rock, Electric Texas Blues",3.78,1378,,43
48,The USSR Ministry of Culture Symphony Orchestra / Gennady RozhdestvenskyГосударственный Симфонический Оркестр Министерства Культуры СССР [USSR Ministry of Culture Orchestra]Геннадий Рождественский [Gennady Rozhdestvensky],Symphony No. 3,1989,"Modern Classical, Symphony",3.82,183,,3
49,Annihilator,Alice in Hell,5-Sep-89,"Thrash Metal, Technical Thrash Metal",3.74,3455,,88
50,Aki Takahashi,Triadic Memories,1989,Modern Classical,3.78,667,,9
51,Wiener Philharmoniker / Wiener Staatsopernchor / Claudio Abbado / Franz Grundheber / Hildegard Behrens / Aage Haugland / Philip Langridge / Walter Raffeiner / Heinz Zednik,Wozzeck,14-Feb-89,"Opera, Expressionism",3.8,189,,3
52,Candlemass,Tales of Creation,25-Sep-89,"Doom Metal, Traditional Doom Metal, Epic Doom Metal",3.76,1826,,27
53,Philharmonia Orchestra / Philharmonia Chorus / Otto Klemperer / Peter Pears / Dietrich Fischer-Dieskau / Elisabeth Schwarzkopf / Christa Ludwig / Nicolai Gedda / Walter Berry,Matthäus-Passion,20-Mar-89,"Baroque Music, Oratorio, Christian Liturgical Music",3.86,73,,2
54,Nine Inch Nails,Pretty Hate Machine,20-Oct-89,"Industrial Rock, Electro-Industrial",3.68,13211,,248
55,Kate Bush,The Sensual World,16-Oct-89,Art Pop,3.73,5537,,91
56,Lou Reed,New York,6-Jan-89,"Rock, Singer/Songwriter",3.74,4127,,119
57,Einstuerzende Neubauten,Haus der Luege,4-Sep-89,"Industrial, Post-Industrial",3.74,2601,,23
58,The Only Ones,The Peel Sessions Album,1989,"New Wave, Power Pop",3.79,131,,5
59,Cardiacs,On Land and in the Sea,2-May-89,"Art Punk, Progressive Rock, Zolo",3.74,1225,,35
60,John Williams,Indiana Jones and the Last Crusade,23-May-89,"Film Score, Cinematic Classical",3.75,388,,5
61,Philip Glass,Solo Piano,1989,Minimalism,3.73,1448,,27
62,Metal Church,Blessing in Disguise,22-Feb-89,"Heavy Metal, Thrash Metal, US Power Metal",3.74,1118,,34
63,Nusrat Fateh Ali Khan,Shahen-Shah,Jun-89,Qawwali,3.74,1212,,13
64,Chet Baker,"Sings and Plays From the Film ""Let's Get Lost""",1989,"Cool Jazz, Vocal Jazz",3.8,144,,4
65,Michel Petrucciani,Music,1989,Jazz,3.88,60,,3
66,The D.O.C.,No One Can Do It Better,16-Jun-89,"West Coast Hip Hop, Hardcore Hip Hop",3.72,1458,,52
67,АукцЫон,Как я стал предателем,1989,"Art Rock, New Wave",3.74,676,,3
68,Janet Jackson,Rhythm Nation 1814,24-Aug-89,"Dance-Pop, New Jack Swing",3.7,2424,,42
69,Anthem,Hunting Time,21-May-89,Heavy Metal,3.8,122,,3
70,Helstar,Nosferatu,Sep-89,"US Power Metal, Speed Metal, Heavy Metal",3.71,1180,,31
71,New Model Army,Thunder and Consolation,Feb-89,Post-Punk,3.73,1015,,24
72,Michael Nyman,"The Cook, the Thief, His Wife & Her Lover",1989,"Post-Minimalism, Film Score",3.75,392,,3
73,Operation Ivy,Energy,May-89,"Ska Punk, Punk Rock",3.69,1983,,64
74,Carcass,Symphonies of Sickness,Nov-89,"Death Metal, Goregrind",3.69,3328,,69
75,Sabbat,Dreamweaver,May-89,Thrash Metal,3.71,1000,,28
76,deLillos,Hjernen er alene,1989,Pop Rock,3.79,121,,5
77,Deathrow,Deception Ignored,12-Jun-89,"Technical Thrash Metal, Progressive Metal",3.72,741,,22
78,Pandit Ravi Shankar,Pandit Ravi Shankar,Apr-89,Hindustani Classical Music,3.84,68,,1
79,"Keiichi Suzuki, Hirokazu Tanaka鈴木慶一 [Keiichi Suzuki]田中宏和 [Hirokazu Tanaka]",Mother,18-Feb-89,"Video Game Music, Pop Rock",3.74,325,,4
80,Patricio Rey y Sus Redonditos de Ricota,¡Bang! ¡Bang!!... Estás liquidado,7-Oct-89,"Blues Rock, Hard Rock",3.73,292,,6
81,Кино [Kino],Звезда по имени Солнце,1989,"Post-Punk, New Wave",3.7,1148,,10
82,LaSalle Quartet,The String Quartets,Jul-89,"Chamber Music, Expressionism, Modern Classical",3.84,79,,3
83,Гражданская оборона [Grazhdanskaya Oborona],Здорово и вечно,1989,"Noise Rock, Post-Punk",3.7,731,,5
84,Fela Anikulapo Kuti & Egypt 80Fela KutiEgypt 80,Beasts of No Nation,1989,Afrobeat,3.73,380,,7
85,Paul Kelly and the Messengers,"So Much Water, So Close to Home",Aug-89,"Pop Rock, Roots Rock, Singer/Songwriter",3.78,127,,3
86,Kool G Rap & DJ Polo,Road to the Riches,14-Mar-89,"East Coast Hip Hop, Boom Bap, Hardcore Hip Hop",3.7,1123,,37
87,Leevi and the Leavings,Musiikkiluokka,1989,Pop Rock,3.76,150,,3
88,The Wedding Present,Bizarro,Oct-89,Indie Rock,3.7,1335,,24
89,91,Doce canciones sin piedad,1989,Pop Rock,3.75,134,,4
90,Янка [Yanka],Продано!,1989,Singer/Songwriter,3.71,445,,5
91,Leatherwolf,Street Ready,1989,"Heavy Metal, US Power Metal",3.72,288,,10
92,Гражданская оборона [Grazhdanskaya Oborona],Русское поле экспериментов,1989,"Post-Punk, Noise Rock, Punk Rock",3.66,1398,,19
93,Гражданская оборона [Grazhdanskaya Oborona],Армагеддон-попс,1989,"Post-Punk, Noise Rock",3.7,403,,3
94,The Lounge Lizards,Voice of Chunk,Jan-89,"Avant-Garde Jazz, Jazz Fusion",3.7,701,,3
95,Wiener Philharmoniker / Leonard Bernstein,Symphonien Nos. 5 & 7,1989,"Romanticism, Symphony",3.84,51,,1
96,King's X,Gretchen Goes to Nebraska,27-Jun-89,Hard Rock,3.68,1061,,41
97,Tesla,The Great Radio Controversy,1-Feb-89,Hard Rock,3.68,822,,28
98,The Someloves,Something or Other,1989,"Power Pop, Jangle Pop",3.74,169,,5
99,"Pauline Oliveros, Stuart Dempster & Panaiotis",Deep Listening,1989,"Drone, Ambient",3.68,1632,,24
100,Henry Threadgill Sextet,"Rag, Bush and All",1989,Avant-Garde Jazz,3.71,214,,2
101,Bauhaus,Swing the Heartache: The BBC Sessions,18-Jul-89,"Post-Punk, Gothic Rock",3.71,480,,10
102,Ekatarina Velika,Samo par godina za nas,1989,"Alternative Rock, Pop Rock",3.72,214,,4
103,Jakob Hellman,...och stora havet,13-Feb-89,"Pop Rock, Singer/Songwriter",3.72,207,,5
104,Gérard Manset,Matrice,24-Oct-89,"Chanson, Singer/Songwriter",3.8,75,,2
105,Cloven Hoof,A Sultans Ransom,1989,"Heavy Metal, Power Metal, US Power Metal",3.68,455,,7
106,Koto Ensemble of the Ikuta School,Japanese Koto Orchestra,1989,Sōkyoku,3.71,516,,3
107,Ministry,The Mind Is a Terrible Thing to Taste,14-Nov-89,"Industrial Metal, Industrial Rock",3.65,3015,,69
108,Bad Religion,No Control,2-Nov-89,"Melodic Hardcore, Skate Punk",3.64,3760,,75
109,Янка [Yanka],Домой!,1989,"Post-Punk, Singer/Songwriter",3.7,338,,5
110,Signal,Loud & Clear,1989,AOR,3.67,247,,11
111,Tim Berne,Tim Berne's Fractured Fairy Tales,1989,Avant-Garde Jazz,3.69,364,,4
112,Ария [Aria],Игра с огнем,1989,Heavy Metal,3.68,482,,10
113,Jello Biafra With D.O.A.Jello BiafraD.O.A.,Last Scream of the Missing Neighbors,1989,"Hardcore Punk, Punk Rock, Alternative Metal",3.66,462,,15
114,Christopher Young,Hellbound: Hellraiser II,31-Jan-89,"Film Score, Cinematic Classical",3.81,58,,2
115,Obituary,Slowly We Rot,14-Jun-89,Death Metal,3.65,2724,,53
116,Titan Force,Titan Force,1989,"Heavy Metal, US Power Metal, Power Metal",3.66,314,,7
117,Marillion,Seasons End,25-Sep-89,"Neo-Prog, Progressive Rock",3.66,1414,,58
118,Neil Young,Freedom,2-Oct-89,"Singer/Songwriter, Heartland Rock, Rock",3.65,3297,,83
119,Ratos de Porão,Brasil,1989,Crossover Thrash,3.67,514,,6
120,Янка [Yanka],Ангедония,1989,"Post-Punk, Noise Rock, Singer/Songwriter",3.65,704,,10
1,Cocteau Twins,Heaven or Las Vegas,17-Sep-90,Dream Pop,4.07,20637,,194
2,Angelo Badalamenti,Soundtrack From Twin Peaks,31-Aug-90,"Television Music, Dark Jazz",4.11,9416,,80
3,Megadeth,Rust in Peace,21-Sep-90,Thrash Metal,4,17483,,562
4,Depeche Mode,Violator,19-Mar-90,Synthpop,3.99,18412,,346
5,Judas Priest,Painkiller,3-Sep-90,Heavy Metal,4,10346,,254
6,Slayer,Seasons in the Abyss,9-Oct-90,Thrash Metal,3.88,9969,,213
7,Fugazi,Repeater,20-Mar-90,Post-Hardcore,3.86,12924,,136
8,Evgeni Koroliov,Die Kunst der Fuge,1990,Baroque Music,3.93,696,,4
9,New York Philharmonic / Leonard Bernstein,Symphony No. 5; Romeo & Juliet,1990,"Romanticism, Symphony, Orchestral",4.11,47,,1
10,Nick Cave & The Bad Seeds,The Good Son,16-Apr-90,Singer/Songwriter,3.88,7183,,97
11,John Williams / The Skywalker Symphony Orchestra,John Williams Conducts John Williams: The Star Wars Trilogy,6-Nov-90,"Film Score, Cinematic Classical, Orchestral",4,113,,2
12,Concertgebouworkest / Neeme Järvi / Horacio Gutiérrez,Piano Concertos: No. 2 in G minor Op. 16; No. 3 in C major Op. 26,1990,"Modern Classical, Concerto",3.97,86,,1
13,Public Enemy,Fear of a Black Planet,10-Apr-90,"Political Hip Hop, East Coast Hip Hop, Conscious Hip Hop",3.86,6960,,143
14,Quatuor Arditti / Aldo Brizzi / Michiko Hirayama / Maurizio Ben Omar / Frank LloydArditti String QuartetAldo BrizziMichiko HirayamaMaurizio Ben OmarFrank Lloyd,Les cinq quatuors à cordes; Trio à cordes; Khoom,1990,"Chamber Music, Modern Classical",3.91,528,,7
15,Entombed,Left Hand Path,4-Jun-90,Death Metal,3.86,5331,,67
16,John Eliot Gardiner,St. John Passion,25-Oct-90,"Baroque Music, Oratorio, Christian Liturgical Music",3.93,NA,NA,NA
17,Sonic Youth,Goo,26-Jun-90,"Noise Rock, Alternative Rock",3.79,15805,,187
18,Artillery,By Inheritance,29-May-90,Thrash Metal,3.87,2230,,57
19,The Tale Quartet,String Quartets Nos. 1-3,Feb-90,"Chamber Music, Modern Classical",3.88,570,,8
20,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm,17-Apr-90,"East Coast Hip Hop, Jazz Rap",3.82,8355,,98
21,Bathory,Hammerheart,16-Apr-90,Viking Metal,3.83,5052,,81
22,Morbid Saint,Spectrum of Death,2-Sep-90,Thrash Metal,3.83,2654,,90
23,Danny Elfman,Edward Scissorhands,13-Dec-90,"Film Score, Cinematic Classical",3.83,712,,12
24,John Zorn,Naked City,16-Feb-90,"Avant-Garde Jazz, Jazz-Rock",3.77,5996,,101
25,Klara Körmendi,Piano Works (Selection): 3 gymnopédies; Menus propos enfantins; Descriptions automatiques; Embryons desséchés; 3 gnossiennes; Rag-time 'Parade',15-Mar-90,Impressionism,3.85,215,,3
26,Kreator,Coma of Souls,19-Oct-90,Thrash Metal,3.79,2905,,56
27,Danzig,Danzig II: Lucifuge,26-Jun-90,"Hard Rock, Heavy Metal, Blues Rock",3.78,2847,,49
28,Ice Cube,AmeriKKKa's Most Wanted,16-May-90,"West Coast Hip Hop, Gangsta Rap, Political Hip Hop, Hardcore Hip Hop",3.76,4936,,108
29,The Chameleons,John Peel Sessions,Nov-90,"Post-Punk, Gothic Rock",3.82,479,,5
30,Primus,Frizzle Fry,May-90,"Funk Metal, Alternative Metal",3.75,5680,,83
31,Orchestre de la Radio-Télévision Polonaise de Cracovie / Jürg WyttenbachOrkiestra Polskiego Radia w KrakowieJürg Wyttenbach,Hurqualia; Hymnos; Chukrum,1990,"Microtonal Classical, Orchestral",3.83,206,,1
32,Atheist,Piece of Time,1990,Technical Death Metal,3.77,3734,,65
33,Neil Young + Crazy HorseNeil YoungCrazy Horse,Ragged Glory,9-Sep-90,Hard Rock,3.77,3781,,109
34,Кино [Kino],Кино (Чёрный альбом),Dec-90,"New Wave, Post-Punk",3.78,1714,,11
35,Obituary,Cause of Death,19-Sep-90,Death Metal,3.75,3469,,50
36,The Geto Boys,The Geto Boys,1990,"Southern Hip Hop, Gangsta Rap, Horrorcore, Hardcore Hip Hop",3.78,1033,,14
37,Ride,Nowhere,15-Oct-90,Shoegaze,3.7,12217,,169
38,Егор и Опизденевшие [Yegor i Opizdenevshie],Прыг-скок: Детские песенки,1990,"Post-Punk, Psychedelic Rock",3.76,966,,11
39,Maurizio Pollini,Sonate h-moll; Nuages gris; Unstern; La lugubre gondola I; R. W. - Venezia,10-Nov-90,Romanticism,3.93,53,,2
40,Pixies,Bossanova,13-Aug-90,"Alternative Rock, Indie Rock",3.7,11900,,198
41,Pet Shop Boys,Behaviour,22-Oct-90,Synthpop,3.74,3572,,89
42,Jerry Goldsmith,Total Recall,25-May-90,"Film Score, Cinematic Classical",3.81,170,,4
43,Prefab Sprout,Jordan: The Comeback,7-Sep-90,"Sophisti-Pop, Art Pop",3.76,1773,,46
44,Daniel Johnston,1990,1990,Singer/Songwriter,3.74,3694,,44
45,Sigiswald Kuijken / Gustav Leonhardt,"Sonaten für Violine & Cembalo No. 1-6, BWV 1014-1019",1990,"Baroque Music, Chamber Music",3.89,NA,NA,NA
46,Ivo Pogorelić,Préludes,9-Feb-90,Romanticism,3.87,75,,1
47,Trouble,Trouble,13-Feb-90,"Heavy Metal, Traditional Doom Metal",3.75,1125,,30
48,The KLF,Chill Out,5-Feb-90,Ambient,3.72,3949,,70
49,Annihilator,"Never, Neverland",12-Sep-90,"Thrash Metal, Technical Thrash Metal",3.73,2231,,48
50,The Sundays,"Reading, Writing and Arithmetic",15-Jan-90,"Jangle Pop, Indie Pop",3.73,3972,,94
51,Los Prisioneros,Corazones,19-Sep-90,Synthpop,3.76,610,,14
52,John Barry,Dances With Wolves,19-Oct-90,"Film Score, Cinematic Classical, Orchestral",3.78,230,,3
53,Nocturnus,The Key,Aug-90,"Technical Death Metal, Death Metal",3.72,2325,,34
54,Paris,The Devil Made Me Do It,9-Oct-90,"Political Hip Hop, West Coast Hip Hop, Hardcore Hip Hop, Conscious Hip Hop",3.73,668,,22
55,Soda Stereo,Canción animal,7-Aug-90,Alternative Rock,3.74,1497,,25
56,They Might Be Giants,Flood,5-Jan-90,"Indie Pop, Alternative Rock",3.71,4075,,82
57,King Diamond,The Eye,30-Oct-90,Heavy Metal,3.73,1479,,22
58,Westminster Cathedral Choir / James O'Donnell,Requiem / Six Motets,Nov-90,"Renaissance Music, Choral",3.92,NA,NA,NA
59,Kool G Rap & DJ Polo,Wanted: Dead or Alive,13-Aug-90,"East Coast Hip Hop, Hardcore Hip Hop",3.73,822,,23
60,Richard Desjardins,Tu m'aimes-tu?,1990,"Singer/Songwriter, Chanson",3.83,NA,NA,NA
61,Forbidden,Twisted Into Form,30-Mar-90,Thrash Metal,3.72,1237,,32
62,Orchestre Révolutionnaire et Romantique / Monteverdi Choir / John Eliot Gardiner / Charlotte Margiono / Catherine Robbin / William Kendall / Alastair Miles,Missa solemnis,12-Nov-90,"Choral, Classical Period, Christian Liturgical Music",3.82,NA,NA,NA
63,Zinatra,The Great Escape,1990,"AOR, Hard Rock",3.8,79,,5
64,Spacemen 3,Taking Drugs to Make Music to Take Drugs To,1990,"Neo-Psychedelia, Space Rock, Garage Rock",3.72,1162,,21
65,Anthem,No Smoke Without Fire,21-Mar-90,Heavy Metal,3.81,129,,3
66,Lou Reed & John Cale,Songs for Drella,24-Apr-90,Art Rock,3.71,2815,,61
67,Fields of the Nephilim,Elizium,24-Sep-90,Gothic Rock,3.71,1975,,39
68,Caifanes,Caifanes Vol. II [El Diablito],19-Jun-90,"Post-Punk, Alternative Rock",3.74,458,,8
69,Psychotic Waltz,A Social Grace,26-Nov-90,Progressive Metal,3.7,1112,,29
70,Carnage,Dark Recollections,12-Mar-90,Death Metal,3.71,1508,,27
71,Sanctuary,Into the Mirror Black,27-Feb-90,US Power Metal,3.7,1133,,33
72,Demolition Hammer,Tortured Existence,Sep-90,Thrash Metal,3.71,1158,,27
73,Fred Frith,Step Across the Border,1990,"Film Soundtrack, Experimental Rock",3.73,260,,4
74,RIAS Berlin Sinfonietta / John Mauceri / René Kollo / Ute Lemper / MilvaDeutsches Symphonie-Orchester BerlinJohn MauceriRené KolloUte LemperMilva,Die Dreigroschenoper,1990,"Operetta, Cabaret",3.84,60,,2
75,Héroes del Silencio,Senderos de traición,4-May-90,"Gothic Rock, Alternative Rock",3.69,1117,,33
76,Deicide,Deicide,25-Jun-90,Death Metal,3.67,3232,,69
77,Los Enemigos,La vida mata,1990,Rock urbano español,3.72,188,,5
78,James Horner,Glory,23-Jan-90,Film Score,3.79,104,,4
79,CCCP Fedeli alla Linea,Epica Etica Etnica Pathos,13-Sep-90,"Art Rock, Alternative Rock",3.71,606,,11
80,Blind Guardian,Tales From the Twilight World,3-Oct-90,Power Metal,3.67,2288,,55
81,Kenny Wheeler,Music for Large & Small Ensembles,1990,"Big Band, ECM Style Jazz, Progressive Big Band",3.77,91,,2
